full_text,sentimen,detokenize_text
@mamangkesborr @zanepenjahit @asselerate Tapi kenyataannya emang begitu. Gw tinggal disamarinda lebih dari 6 tahun dan memang beberapa yang peduli tapi mayoritas masih banyak yang tidak peduli. Aksi nyatanya mereka pemilih terbesar untuk pembangunan ikn,Negatif,nyata tinggal disamarinda peduli mayoritas peduli aksi nyata pilih bangun ikn
@neohistoria_id Lebih berani mengkritisi IKN daripada lahan tambang dan sawit,Negatif,berani kritisi ikn lahan tambang sawit
@kopitem3 @Dw99935050Dwi @AgusYudhoyono sudah gak peduli lagi dengan yg pernah dia kritisi mengenai ikn saatnya menjilat dengan nikmat.. iya kan pak mentri?,Negatif,peduli kritisi kena ikn jilat nikmat iya menteri
Dukung Investasi IKN AHY: Kita Tak Ingin Habis-habisan di APBN https://t.co/UO1VJK0zRX #TempoBisnis,Positif,dukung investasi ikn ahy habis habis apbn tempobisnis
Repost from @kementerian.atrbpn Proses pembangunan Ibu Kota Nusantara (IKN) terus berjalan. Di samping fokus melakukan pembangunan infrastruktur dan fasilitas di wilayah IKN ini pemerintah tengah berupaya menarik investasi dari dalam maupun luar negeri. Berkaitan dengan upaya https://t.co/f8u0iPjbx1,Positif,repost from atrbpn proses bangun kota nusantara ikn jalan samping fokus laku bangun infrastruktur fasilitas wilayah ikn perintah upaya tarik investasi negeri kait upaya
Semua instrumen akan terus bermain. sbenarnya bukan tentang pemilu tp tentang IKN yg hampir selesai &amp,Positif,instrumen main sbenarnya milu ikn selesai
@jellypastaa Masalahnya bukan IKN tpi tambang. Ayo mikirnya dibalik n positif. Tambang sdh ad sejak era dahulu2 dn tbukti smp skrg negara yg bpusat di jakarta g bisa menghentikanya. Smoga dgn mnghadirkan negara di pusat tambangnya maka akan lebih mudah or,Positif,ikn tpi tambang ayo mikirnya positif tambang era tbukti smp negara bpusat jakarta menghentikanya smoga mnghadirkan negara pusat tambang mudah
Inilah Progres Pembangunan Hunian ASN BIN (Basan Intelijen Negara) di IKN. #ibukotanusantara #infrastrukturikn #pindahibukota https://t.co/cggxKxP8jc,Positif,progres bangun huni asn bin bas intelijen negara ikn ikn infrastrukturikn pindahibukota
Pemerintah segera buka rekrutmen ASN untuk penempatan di IKN kuota lebih dari 200.000. Ada sejumlah persyaratan kompetensi ASN yang akan dipindahkan ke IKN. Di antaranya menguasai literasi digital dan prinsip IKN. _ Wan Abud Jegel dispatch endgame Best Skill karina #MOCxIDF https://t.co/SCVPiEUJOP,Positif,perintah buka rekrutmen asn ikn kuota syarat kompetensi asn pindah ikn kuasa literasi digital prinsip ikn wan abud jegel dispatch endgame best skill karina mocxidf
@dewapuci Emang sih pada lebay. Kalimantan saatnya modern dgn IKN. Jangan jakarta dsktrny terus.,Positif,lebay kalimantan modern ikn jakarta dsktrny
@dika_dikungz Agak laen emang IKN itu setara dengan gunung meletus,Negatif,laen ikn tara gunung letus
@kurawa @BankDunia OBOR CINA : Sekutu culas indo tiongkok : Proyek ambisius IKN kereta cepat kekuasaan tambang Tenaga kerja bebas berkuasa. Undang-undang diatur kiblat tiongkok. Negeri ini berdaulat bertanyalah ke bayak ahli. Istana dihuni penjilat.,Negatif,obor cina sekutu culas indo tiongkok proyek ambisius ikn kereta cepat kuasa tambang tenaga kerja bebas kuasa undang undang atur kiblat tiongkok negeri daulat bayak ahli istana huni jilat
@AgusYudhoyono ternyata IKN luar biasa ya,Positif,nyata ikn
Terpopuler: Dulu Sempat Mengkritik Kini AHY Terpukau dengan IKN KPPU Bentuk Tim Khusus Investigasi Kenaikan Harga Beras https://t.co/aV5l9cgyA2 #TempoBisnis,Positif,populer kritik ahy pukau ikn kppu bentuk tim khusus investigasi harga beras tempobisnis
@RajaJuliAntoni @AgusYudhoyono Beres 2 sertipikat tanah. #IKN #MelayaniProfesionalTerpercaya #KalimantanTimur,Positif,beres sertipikat tanah ikn melayaniprofesionalterpercaya kalimantantimur
@kompascom Ujung2nya suruh pindah ke ikn utk ngatasi macet. Dahlah capek bener janjinya dl omdo bngt ktny kl jd pres gampang ngurusin ini itu tp ko..,Negatif,ujung nya suruh pindah ikn ngatasi macet dah capek bener janji omdo bngt ktny pres gampang ngurusin
Cegah Ancaman Datangi IKN TNI Persiapkan 2 Batalion Dengan Ribuan Personel di Ibu Kota Baru https://t.co/78efdkt1CL,Positif,cegah ancam ikn tni batalion ribu personel kota
@RajaJuliAntoni @AgusYudhoyono Mas Menteri @AgusYudhoyono serahkan 2 sertipikat hak pakai seluas 49 7 hektar untuk Markas Komando Gabungan Wilayah Pertahanan II sebagai bentuk kesiapsiagaan pertahanan di lingkungan IKN dan sekitarnya.,Positif,mas menteri serah sertipikat hak pakai luas hektar markas komando gabung wilayah tahan bentuk kesiapsiagaan tahan lingkung ikn
@bengkeldodo Baguslah. Segera tinggalkan Jakarta. Termasuk kau... tinggal lah di IKN jangan cuman omon-omon IKN kau tapi tidak tinggal disana.,Negatif,bagus tinggal jakarta masuk kau tinggal ikn omong omong ikn kau tinggal
repost @atr_bpn Halo #SobATRBPN Menteri ATR/Kepala BPN Agus Harimurti Yudhoyono (AHY) bersama Wamen ATR/Waka BPN Raja Juli Antony melakukan kunjungan kerja di Provinsi Kalimantan Timur tepatnya di Ibu Kota Nusantara atau IKN. https://t.co/JRpMCMzZlW,Positif,repost halo sobatrbpn menteri atr kepala bpn agus harimurti yudhoyono ahy wamen atr waka bpn raja juli antony laku kunjung kerja provinsi kalimantan timur kota nusantara ikn
Ibu Kota Pindah ke IKN Tukin PNS di Jakarta Maksimal 30 Persen https://t.co/cG8vWo0jiy #TempoFoto,Positif,kota pindah ikn tukin pns jakarta maksimal persen tempofoto
Ya apalagi dengan ketambahan IKN kan,Negatif,ikn
@KompasTV Pilgub kaltim aja pak seru disini pak ada IKN pak bosen pak di jakarta mulu.,Negatif,pilgub kaltim seru ikn bosen jakarta
@abenriebe @piyopikavet Sorry ralat bukan hanya IKN . Jangan giring opini supaya pembangunan IKN bukan salah satu faktornya. Itu juga ada kontribusinya,Positif,sorry ralat ikn giring opini bangun ikn salah faktor kontribusi
@Samir93348900 @H4T14K4LN4L42 Bjiiiiir aku milih 01 tp kena 02 effect di balikpapan wooooy.. aku cuma bisa bilang nah kaaaan apa jar ku ikam kada paasian dipadahi jangan pilih 02 gasan IKN haja,Negatif,bjiiiiir milih kena effect balikpapan wooooy bilang kaaaan jar ikam kada paasian padah pilih gas ikn haja
@whreverur21 ka rama hrs ke ikn utk melihat bukti nyata pengerjaan ikn,Positif,rama ikn lihat bukti nyata kerja ikn
@bengkeldodo Bayar sendiri ya ikn...hii jangan menindas rakyat dalam pembayara hutang dng segala pajak di naikin ya...ana dukung klo buat sejahtra rakyat tapi klo di lihat pemerintah dalam keadaan bobrok masih di paksain..tapi ana tunggu samape indinesia,Negatif,bayar ikn hii tindas rakyat pembayara hutang dng pajak naikin ana dukung sejahtra rakyat lihat perintah bobrok paksain ana tunggu samape indinesia
JANGAN MAU DI ALIH KAN PERHATIAN KE PILPRES SAJA . EKONOMI KITA HANCUUUR KALIMANTAN DI JUAL .INDONESIA JADI NEGARA GAGALTER SANDRA KHO PHING HO GARA ! 2 JOKO PKI GILA INFRASRUKTUR BANGUN ISTANA DI IKN BUAT DIA . BUKAN MASALAH PILPRES TAPI KEHANCURAANEKONOMI KITA,Negatif,alih perhati pilpres ekonomi hancuuur kalimantan jual indonesia negara gagalter sandra kho phing gara joko pki gila infrasruktur bangun istana ikn pilpres kehancuraanekonomi
@ekky1995 ada berbagai penyebab yang bisa bunuh pesut dari dulu kala belum diatasi pun yang disalahin ikn yang baru beberapa hari,Negatif,bunuh pesut disalahin ikn
@supriyanto45086 @DokterTifa Kita tunggu aja ikn sampe dimana klo benar untuk pemerintah menjadi lebih baik dalam keadaan pemerintah SEKARANG CARUT MARUT BIROKRASI..GIMNA MAU MAJU..klo terus rakyat jadi kobran..kita liat sampe ke anak cucu sengsara apa se,Negatif,tunggu ikn perintah perintah carut marut birokrasi gimna maju rakyat kobran liat anak cucu sengsara
@VIVAcoid dia terpukau lihat IKN .. saya tertawa melihat beliau,Negatif,pukau lihat ikn tertawa lihat beliau
@sobatnt_ udah pin lu tdr dl pin ini tone deaf bgt anjir mewahnya pejabat g bs dinormalisasiin. iye itu maksud pertanyaannya gmn org asli sana bs survive dgn adanya ikn yang ngebawa aparatur dr luar jatohnya mrk ga dpt senengnya malah lahannya keambil,Negatif,pin tdr pin tone deaf anjir mewah jabat dinormalisasiin iye maksud gmn orang asli survive ikn ngebawa aparatur jatohnya neng lahan ambil
@zennakbaik @Matchabkngrinti @XboxQuest27 @M45Broo Jelas mas ..meski dah ada rancangan dari jaman dulu setidak nya lian sikon pa jokowi itu mgebangun ikn waktu covid ...di paksain...menurut gue yg bodo kenpa uang nya buat bikin lapangn kerja buat oranh yg,Negatif,mas rancang jaman nya lian sikon jokowi mgebangun ikn covid paksain bodo kenpa uang nya bikin lapangn kerja oranh
@Matchabkngrinti @XboxQuest27 @M45Broo Ya kan daripd di jual sama orang luar ya manpaatin aja buat yg di gusur ..kan mensejahterakan rakyat bukan mensejahtrakan pegwai pemerintah hii...ana juga tau harus beli kan klo tinggal di ikn dan biaya sewa nya maha,Negatif,daripd jual orang manfaat gusur sejahtera rakyat mensejahtrakan pegwai perintah hii ana beli tinggal ikn biaya sewa nya maha
@small_mofo_Mk2 Agar iba sama pesut dan anti ikn,Negatif,iba pesut anti ikn
Menteri ATR/Kepala BPN Agus Harimurti Yudhoyono mengungkapkan kesan pertama kalinya saat mengunjungi Ibu Kota Nusantara (IKN) di Kalimantan Timur. https://t.co/IpE2XkpsQn,Positif,menteri atr kepala bpn agus harimurti yudhoyono kesan kali unjung kota nusantara ikn kalimantan timur
@sobatnt_ ini gw ud bisa ngomong yang kalah menjelaskan blm si wkkwkwkw. gw g pduli ttg bapak lu gw nyinggung lu sbg anak tni yg bangga dgn ikn tapi buta bahwa rakyat di sana nasibnya jelek lu dengan mudahnya nanya kontribusinya apa anjeng kontribusi LU a,Negatif,ngomong kalah wkkwkwkw pduli nyinggung anak tni bangga ikn buta rakyat nasib jelek mudah nanya kontribusi anjeng kontribusi
Menteri ATR/BPN Agus Harimurti Yudhoyono mengungkapkan progres terbaru terkait pengadaan tanah di Ibu Kota Nusantara (IKN). https://t.co/HgjR3L9y4I,Positif,menteri atr bpn agus harimurti yudhoyono progres kait tanah kota nusantara ikn
@RomitsuT Tulang sisa ahai jadi terpukau lihat IKN,Negatif,tulang sisa ahai pukau lihat ikn
OM AHY Terpukau di IKN Masih tanda tanya terpukau karena Takjub atau terpukau Karena tidak seperti keadaan aslinya yg di gambarkan oleh JKW.,Negatif,ahy pukau ikn tanda pukau takjub pukau asli gambar jkw
@ernestprakasa Saya berikan pangkat tolong jaga anakku megaraku dinastiku ikn ku bisnisku legalitasku,Negatif,ikan pangkat jaga anak megaraku dinasti ikn bisnis legalitas
@LexWu_13 Gemoy di lantik IKN tenggelam. Tunggu aja,Negatif,gemoy lantik ikn tenggelam tunggu
@CNNIndonesia Pembohong..!!!loeee tinggal saja di IKN sono..Gk ada macettt di IKN...!!!!,Negatif,bohong loeee tinggal ikn sono macettt ikn
@AryT1T1 @MukeloR77689 @DokterTifa Ya udah sih anggap aja IKN itu awal dari 40 kota yang setara Jakarta. nanti kota lain nyusul,Negatif,anggap ikn kota tara jakarta kota nyusul
@nung_306 IKN CUMA TEMPAT PEJABAT BAKAR DUIT,Negatif,ikn jabat bakar duit
AMin di lantik pendukung 02 gigit jari. Pragib di lantik IKN hancur. Hidup tuh pilihan.,Negatif,amin lantik dukung gigit jari pragib lantik ikn hancur hidup pilih
Panglima TNI Jenderal Agus Subiyanto menyebutkan sebanyak 2.820 personel TNI akan di pindah ke Ibu Kota Nusantara (IKN) tahun ini. Hal itu diungkapkan Agus saat pidato di Rapat Pimpinan (Rapim) TNI-Polri. https://t.co/dlY2f9go6J https://t.co/wlfIrmXp5i,Positif,panglima tni jenderal agus subiyanto personel tni pindah kota nusantara ikn agus pidato rapat pimpin rapim tni polri
@Jelli_cent Lupakan 01 02 03 Lupakan pemilu Lupakan angket Sekarang saatnya Reformasi menyelamatkan NKRI dan Demokrasi dari bahaya laten dinasti KKN Jokowi dan kroninya. Usut tuntas proyek IKN.,Negatif,lupa lupa milu lupa angket reformasi selamat nkri demokrasi bahaya laten dinasti kkn jokowi kroni usut tuntas proyek ikn
9 Pelaku Pengancaman Pekerja IKN Ditangkap Terancam Hukuman 5 Tahun Penjara https://t.co/rNqLSmzpR2,Positif,laku ancam kerja ikn tangkap ancam hukum penjara
Menteri ATR/BPN Agus Harimurti Yudhoyono menyebutkan sejumlah upaya kementerian yang dipimpinnya untuk menyukseskan pembangunan Ibu Kota Nusantara (IKN). https://t.co/uGs6abbVns,Positif,menteri atr bpn agus harimurti yudhoyono upaya menteri pimpin sukses bangun kota nusantara ikn
@neohistoria_id Min ikn ada amdal yg bisa diakses ga sih?,Positif,min ikn amdal akses
@CNNIndonesia Solusinya nanti klau IKN sudah siap sebagian orang pemerintahan dari kementerian lembaga dan komisi di pindahkan kesana Jakarta hanya fokus bisnis saja,Positif,solusi klau ikn orang perintah menteri lembaga komisi pindah kesana jakarta fokus bisnis
makasih udah tenangin aku ttg drama per IKN an ini,Positif,makasih tenangin drama ikn
Beda sikap Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) soal Ibu Kota Negara (IKN) Nusantara saat sebelum dan sesudah masuk dalam barisa... https://t.co/lq5NsIw6ZH,Negatif,beda sikap ketua partai demokrat agus harimurti yudhoyono ahy kota negara ikn nusantara masuk barisa
@maintwittt @ananggggggggg @Reiza_Patters udah speechless bgt sama kebijkan publiknya belum lagi soal rumah menteri mewah di IKN bayangin aja rakyat kerja keras hidup ditengah harga2 yg makin naik sementara pejabatnya enak enakan nikmatin hasil dari kita.,Negatif,speechless kebijkan publik rumah menteri mewah ikn bayangin rakyat kerja keras hidup harga jabat enak enak nikmatin hasil
@saputrananda0 @JAmsterdam7 @sporttiaphari @dewapuci Kan IKN itu dijadikan pusat ibukota dan pemerintahan aja mas pusat ekonomi ya tetep masih ada di Jakarta.,Positif,ikn pusat ibukota perintah mas pusat ekonomi jakarta
@traptizedd suami gapindah ikn kita hidup disolo memulai bisnis.,Positif,suami gapindah ikn hidup solo bisnis
Gaada jalan darat ke sana dari IKN Dikira limbah dan pencemaran lingkungan itu naik mobil buat nyebar ya sekalian aja disediain kereta biar nyampe lebih cepat dan aman limbahnya.,Negatif,jalan darat ikn limbah cemar lingkung mobil nyebar ain kereta biar nyampe cepat aman limbah
@VIVAcoid Sampai bersih ya jilatnya. Taik gara IKN gw di bebankan 30 juta harus bayar. Padahal sya tdk menikmatinya,Negatif,bersih jilat taik gara ikn beban juta bayar nikmat
@itsyour_joy_ @JAmsterdam7 @sporttiaphari @dewapuci Saya lahir dan besar di Jakarta.. Coba tanya pak Tomy winata pemilik kawasan SCBD apa mau di pindahkan bisnisnya ke IKN ? SIAPA YANG BAKAL NANGGUNG BIAYA Pemindahan kantor2 itu ?,Negatif,lahir jakarta coba tomy winata milik kawasan scbd pindah bisnis ikn nanggung biaya pindah kantor
@PetrolWeeb Bakal saingan ama IKN pak @aniesbaswedan,Positif,saing ama ikn
bukti bahwa politisi yg kritis itu hanya karena belum kebagian jabatan saja padahal belum 1 kalender kritik IKN &amp,Negatif,bukti politis kritis jabat kalender kritik ikn
...lidah politisi itu manis2 pahit kemarin2 menentang ikn eh begitu dikasih jabatan langsung terpukau....#KEAT,Negatif,lidah politis manis pahit kemarin ikn kasih jabat langsung pukau keat
@encepdenis Area IKN tu bukannya eks lahan HTI jg ya ?,Positif,area ikn eks lahan hti
makin banyak orang yg butuh kekuasaan makin lupa bahwa rakyat hrs diperjuangkan. yg naik itu beras yg langka itu telur tp yg ditinjau IKN.,Negatif,orang butuh kuasa lupa rakyat juang beras langka telur tinjau ikn
Elon Musk tertarik dengan IKN https://t.co/hgZuyX7H22,Positif,elon musk tarik ikn
Ikn semakin menarik perhatian https://t.co/VIyyITFLtk,Positif,ikn tarik perhati
Ikn semakin pesat pembangunannya https://t.co/xp6ohlCC6u,Positif,ikn pesat bangun
IKN itu impian Jokowi apa impian Rakyat? Kalo IKN itu impian Jokowi ya ndak usah diteruskan. Utk apa? Rakyat ndak butuh IKN. Yg butuh kan Jokowi. ‍️‍️,Negatif,ikn impi jokowi impi rakyat ikn impi jokowi rakyat butuh ikn butuh jokowi
Setelah Jadi Menteri AHY Klarifikasi Kritiknya Terhadap IKN https://t.co/IY9j5E2OL6 #Politik,Negatif,menteri ahy klarifikasi kritik hadap ikn politik
dia yg kemana2 ngandelin pantulan gelombang suara buat liat benda depannya spy ga nabrak eh melon dia rusak krn bisingnya mesin2 itu️️️ ini antara tercemar atau ketabrak benda depannya. Status pesut ini dilindungi loh eh adanya ikn malah ngebunuh???? lucunya hidup di indo,Negatif,ngandelin pantul gelombang suara liat benda nabrak melon rusak bising mesin cemar tabrak benda status pesut lindung ikn ngebunuh lucu hidup indo
@KompasTV yg ngomong sama dengan orang yang ngomong mobil smk laku keras ikn banyak investor sampai berebutan...,Negatif,ngomong orang ngomong mobil smk laku keras ikn investor rebut
Bener. IKN ga seharusnys dibangun. Pemerataan pembangunan tidak harus pemindahan ibu kota. Alam gue dikalimantan rusak,Negatif,bener ikn seharusnys bangun perata bangun pindah kota alam dikalimantan rusak
@tempodotco Dulu Demokrat Mengkritik IKN Sekarang @AgusYudhoyono Mengaku Terpukau https://t.co/afIhWgyMAK,Negatif,demokrat kritik ikn pukau
@sunflochans @markminsaegi @wdyayyy eh kotamu mau digusur ganti ikn,Negatif,kota gusur ganti ikn
Halo #SobATRBPN Menteri ATR/Kepala BPN Agus Harimurti Yudhoyono (AHY) bersama Wamen ATR/Waka BPN Raja Juli Antony melakukan kunjungan kerja di Provinsi Kalimantan Timur tepatnya di Ibu Kota Nusantara atau IKN. Selengkapnya di https://t.co/8jpkxsFD1x,Positif,halo sobatrbpn menteri atr kepala bpn agus harimurti yudhoyono ahy wamen atr waka bpn raja juli antony laku kunjung kerja provinsi kalimantan timur kota nusantara ikn lengkap
@pawmesans Smpe IKN susunya ke fermentasi jd yoghurt,Negatif,smpe ikn susu fermentasi yoghurt
Eropa loh negara daratan. Dr balikpapan ke jakarta aja itu cmn 2.5jam. Trus dr balikpapan ke jakarta mau bikin kereta bawah laut gitu? Bikin ikn aja udah teriak2 kayak cacing kepanasan.,Negatif,eropa negara darat balikpapan jakarta jam trus balikpapan jakarta bikin kereta laut bikin ikn teriak cacing panas
Mau pindah ke IKN gak ? @yessicatmra @A_ChristyJKT48 @A_ZeeJKT48 @N_ShaniJKT48 #Berpelukan Makan Malam No Delay : Jika #4BidadariSurga diundang ke Istana Kerajaan Laut Selatan dan Bertemu Kanjeng Ratu Kidul selama 48 Jam Akan Diterima atau Ditolak ?,Negatif,pindah ikn peluk makan malam delay bidadarisurga undang istana raja laut selatan temu kanjeng ratu kidul jam terima tolak
