"full_text","sentimen"
"OM AHY Terpukau di IKN Masih tanda tanya terpukau karena Takjub atau terpukau Karena tidak seperti keadaan aslinya yg di gambarkan oleh JKW.","Negatif"
"@ernestprakasa Saya berikan pangkat tolong jaga anakku megaraku dinastiku ikn ku bisnisku legalitasku","Negatif"
"@LexWu_13 Gemoy di lantik IKN tenggelam. Tunggu aja","Negatif"
"@CNNIndonesia Pembohong..!!!loeee tinggal saja di IKN sono..Gk ada macettt di IKN...!!!!","Negatif"
"@AryT1T1 @MukeloR77689 @DokterTifa Ya udah sih anggap aja IKN itu awal dari 40 kota yang setara Jakarta. nanti kota lain nyusul","Negatif"
"@nung_306 IKN CUMA TEMPAT PEJABAT BAKAR DUIT","Negatif"
"AMin di lantik pendukung 02 gigit jari. Pragib di lantik IKN hancur. Hidup tuh pilihan.","Negatif"
"Panglima TNI Jenderal Agus Subiyanto menyebutkan sebanyak 2.820 personel TNI akan di pindah ke Ibu Kota Nusantara (IKN) tahun ini. Hal itu diungkapkan Agus saat pidato di Rapat Pimpinan (Rapim) TNI-Polri. https://t.co/dlY2f9go6J https://t.co/wlfIrmXp5i","Positif"
"@Jelli_cent Lupakan 01 02 03 Lupakan pemilu Lupakan angket Sekarang saatnya Reformasi menyelamatkan NKRI dan Demokrasi dari bahaya laten dinasti KKN Jokowi dan kroninya. Usut tuntas proyek IKN.","Negatif"
"9 Pelaku Pengancaman Pekerja IKN Ditangkap Terancam Hukuman 5 Tahun Penjara https://t.co/rNqLSmzpR2","Positif"
"Menteri ATR/BPN Agus Harimurti Yudhoyono menyebutkan sejumlah upaya kementerian yang dipimpinnya untuk menyukseskan pembangunan Ibu Kota Nusantara (IKN). https://t.co/uGs6abbVns","Positif"
"@neohistoria_id Min ikn ada amdal yg bisa diakses ga sih?","Positif"
"@CNNIndonesia Solusinya nanti klau IKN sudah siap sebagian orang pemerintahan dari kementerian lembaga dan komisi di pindahkan kesana Jakarta hanya fokus bisnis saja","Positif"
"makasih udah tenangin aku ttg drama per IKN an ini","Positif"
"Beda sikap Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) soal Ibu Kota Negara (IKN) Nusantara saat sebelum dan sesudah masuk dalam barisa... https://t.co/lq5NsIw6ZH","Negatif"
"@maintwittt @ananggggggggg @Reiza_Patters udah speechless bgt sama kebijkan publiknya belum lagi soal rumah menteri mewah di IKN bayangin aja rakyat kerja keras hidup ditengah harga2 yg makin naik sementara pejabatnya enak enakan nikmatin hasil dari kita.","Negatif"
"@saputrananda0 @JAmsterdam7 @sporttiaphari @dewapuci Kan IKN itu dijadikan pusat ibukota dan pemerintahan aja mas pusat ekonomi ya tetep masih ada di Jakarta.","Positif"
"@traptizedd suami gapindah ikn kita hidup disolo memulai bisnis.","Positif"
"Gaada jalan darat ke sana dari IKN Dikira limbah dan pencemaran lingkungan itu naik mobil buat nyebar ya sekalian aja disediain kereta biar nyampe lebih cepat dan aman limbahnya.","Negatif"
"@VIVAcoid Sampai bersih ya jilatnya. Taik gara IKN gw di bebankan 30 juta harus bayar. Padahal sya tdk menikmatinya","Negatif"
"@itsyour_joy_ @JAmsterdam7 @sporttiaphari @dewapuci Saya lahir dan besar di Jakarta.. Coba tanya pak Tomy winata pemilik kawasan SCBD apa mau di pindahkan bisnisnya ke IKN ? SIAPA YANG BAKAL NANGGUNG BIAYA Pemindahan kantor2 itu ?","Negatif"
"@PetrolWeeb Bakal saingan ama IKN pak @aniesbaswedan","Positif"
"bukti bahwa politisi yg kritis itu hanya karena belum kebagian jabatan saja padahal belum 1 kalender kritik IKN &amp","Negatif"
"...lidah politisi itu manis2 pahit kemarin2 menentang ikn eh begitu dikasih jabatan langsung terpukau....#KEAT","Negatif"
"@encepdenis Area IKN tu bukannya eks lahan HTI jg ya ?","Positif"
"makin banyak orang yg butuh kekuasaan makin lupa bahwa rakyat hrs diperjuangkan. yg naik itu beras yg langka itu telur tp yg ditinjau IKN.","Negatif"
"Elon Musk tertarik dengan IKN https://t.co/hgZuyX7H22","Positif"
"Ikn semakin menarik perhatian https://t.co/VIyyITFLtk","Positif"
"Ikn semakin pesat pembangunannya https://t.co/xp6ohlCC6u","Positif"
"IKN itu impian Jokowi apa impian Rakyat? Kalo IKN itu impian Jokowi ya ndak usah diteruskan. Utk apa? Rakyat ndak butuh IKN. Yg butuh kan Jokowi. ‍️‍️","Negatif"
"Setelah Jadi Menteri AHY Klarifikasi Kritiknya Terhadap IKN https://t.co/IY9j5E2OL6 #Politik","Negatif"
"dia yg kemana2 ngandelin pantulan gelombang suara buat liat benda depannya spy ga nabrak eh melon dia rusak krn bisingnya mesin2 itu️️️ ini antara tercemar atau ketabrak benda depannya. Status pesut ini dilindungi loh eh adanya ikn malah ngebunuh???? lucunya hidup di indo","Negatif"
"@KompasTV yg ngomong sama dengan orang yang ngomong mobil smk laku keras ikn banyak investor sampai berebutan...","Negatif"
"Bener. IKN ga seharusnys dibangun. Pemerataan pembangunan tidak harus pemindahan ibu kota. Alam gue dikalimantan rusak","Negatif"
"@tempodotco Dulu Demokrat Mengkritik IKN Sekarang @AgusYudhoyono Mengaku Terpukau https://t.co/afIhWgyMAK","Negatif"
"@sunflochans @markminsaegi @wdyayyy eh kotamu mau digusur ganti ikn","Negatif"
"Halo #SobATRBPN Menteri ATR/Kepala BPN Agus Harimurti Yudhoyono (AHY) bersama Wamen ATR/Waka BPN Raja Juli Antony melakukan kunjungan kerja di Provinsi Kalimantan Timur tepatnya di Ibu Kota Nusantara atau IKN. Selengkapnya di https://t.co/8jpkxsFD1x","Positif"
"@pawmesans Smpe IKN susunya ke fermentasi jd yoghurt","Negatif"
"Eropa loh negara daratan. Dr balikpapan ke jakarta aja itu cmn 2.5jam. Trus dr balikpapan ke jakarta mau bikin kereta bawah laut gitu? Bikin ikn aja udah teriak2 kayak cacing kepanasan.","Negatif"
"Mau pindah ke IKN gak ? @yessicatmra @A_ChristyJKT48 @A_ZeeJKT48 @N_ShaniJKT48 #Berpelukan Makan Malam No Delay : Jika #4BidadariSurga diundang ke Istana Kerajaan Laut Selatan dan Bertemu Kanjeng Ratu Kidul selama 48 Jam Akan Diterima atau Ditolak ?","Negatif"
"9 Petani Pertahankan Lahan dari Pembangunan Bandara IKN Ditangkap Seperti Teroris Keluarga Protes. Sembilan orang Kelompok Tani Saloloang di 3 Kelurahan di Penajam Paser Utara ditangkap polisi lantaran berusaha mempertahankan lahan sawit milik mereka. https://t.co/SiJrVYPewa","Negatif"
"IKN: Penangkapan sembilan petani yang dituduh mengancam proyek Bandara VVIP - Tindakan sistematis terhadap masyarakat yang mempertahankan hak hidupnya - BBC News Indonesia https://t.co/mzmSBJQu3S","Negatif"
"@BangKandar79859 @1989Bazz @DokterTifa dan cawapres anies pun ikut tumpengan di ikn","Negatif"
"Otorita IKN Nusantara dan Pengelola Ibu Kota Negara Australia Sepakati Kerja Sama https://t.co/b7UWlXpMu1","Positif"
"@ajengcute16__ Naaaa.. .naaaaa... Nanaaaaa Yeeew...yeee...yewww Dia sudah mulai tauu apa yang terjadi di ikn","Negatif"
"@words_andstory yang rumahnya udah pada jadi tapi ikn nya masih ngawang itu ya kak","Negatif"
"@kompascom Kode utk cepet2 pindah ke ikn.","Negatif"
"@Mythicalforest Ada baiknya ada buruknya si. Walau gw suka program nya yg citarum harum tp gw sengklek banget sama ikn woi","Negatif"
"@sobatnt_ yoii kalo masuk ikn mah pendukung 02 ehhh gajadi deng","Negatif"
"Dulu Demokrat Mengkritik IKN Sekarang AHY Mengaku Terpukau https://t.co/tO3m3zaaRl","Positif"
"Solusi ikn hahaha","Negatif"
"Halo #SobATRBPN Menteri ATR/Kepala BPN Agus Harimurti Yudhoyono (AHY) bersama Wamen ATR/Waka BPN Raja Juli Antony melakukan kunjungan kerja di Provinsi Kalimantan Timur tepatnya di Ibu Kota Nusantara atau IKN. https://t.co/mqQA5pQByJ","Negatif"
"Kenapa sih penyembah IKN argumennya selalu gini? Beda ya antara pemerataan pembangunan dan bikin kota baru di tengah hutan. IKN tu masalah di mana-mana politik utk tirani. Salam Saya dr kaltim yg menolak IKN meski ad project kerjaan di sana.","Negatif"
"Pak @jokowi coba kesini pak ke bahodopi-morowali kota nikel dan hilirisasi yg bapak bangga2kan itu. Sering sekali mati lampunya dan sekali mati lampu lamanya minta ampun. Listrik masih minus disini eh.. malah bangun IKN. Di detik ini saja sudah mati lampu berjam-jam.","Negatif"
"@Hasbil_Lbs @aniesbaswedan Terus ketumnya yang kritik IKN itu gimana ceritannya kok sudah dibarisan Jokowi sekarang ?","Negatif"
"@Gilfia_Kanawut @jellypastaa Kaltim bagian mana kah? Mana ada IKN dekat dengan habitat pesut. Gausah bote bote kamu !","Negatif"
"@saputrananda0 @JAmsterdam7 @sporttiaphari @dewapuci makanya ibukota harus dipindahin ke IKN kan ya bang?","Positif"
"Kadang ke grogot kadang ke handil kadang ke ikn. Kerja apa sih ini","Negatif"
"IKN perlu perlindungan pertahanan... TNI Siap... Panglima Agus Ungkap Rencana TNI: Bangun 37 Kodam Tempatkan Pasmar di IKN dan Peningkatan Lanud Tipe A https://t.co/HWkfBKiCAq","Positif"
"@catuaries Masukin deck IKN bisa ini ~","Negatif"
"@herry76 @nung_306 apa lah ikn tu untuk orang² tertentu yang boleh disana anis mikir untuk bisa digunakan semua rakyat indo tapi masi ada yang mikir tolol kek lu","Negatif"
"Also fyi sungai mahakam itu luas ya bukan cmn sungai sepengkol di dekat ikn. Atau segede kali ciliwung. Luas lah. Temen2ku yg dr jakarta kalo lewat jembatan mahakam pasti kaget.","Positif"
"@marleenmars Tengah tahun lalu masih julidin IKN. Wkwkwk.","Negatif"
"@ARSIPAJA Namanya juga politik cak imin aja ikut potong tumpeng di IKN tapi berkoalisi sama oposisi yg menolak IKN pas pilpres","Negatif"
"Proses pembangunan Ibu Kota Nusantara (IKN) terus berjalan. Di samping fokus melakukan pembangunan infrastruktur dan fasilitas di wilayah IKN ini pemerintah tengah berupaya menarik investasi dari dalam maupun luar negeri. https://t.co/ePZZMFSs20","Negatif"
"RRI mempersiapkan program-program untuk pra HUT RI ke-79 di IKN termasuk teknis siaran perdana. RRI di IKN juga melakukan rotasi pegawai setiap dua bulan untuk merasakan pembangunan IKN. #rri #ikn https://t.co/sY5I7PYSrw","Positif"
"Kolaborasi Pertamina dan Bakrie Group Siap Dongkrak Ekosistem Berkelanjutan di IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/V6ijYq3t9w","Positif"
"Pertamina dan Bakrie Group akan mengembangkan Infrastruktur Shared Hub di Ibu Kota Nusantara (IKN) yang merupakan bagian dari Nusantara Knowledge Hub IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/Svliw1dRVP","Positif"
"@davidnurbianto Proyek IKN mungkin udah +50% jadi","Positif"
"Bisa beli saham 50 lebih agensi kpop dan aktor trus pindah ke ibukota baru IKN WKWKWK","Negatif"
"@JabbzAbdul Gw ngalamin hal yg sama tp klo gw ini terjadi setelah pemerintah ugal2an di IKN sama kereta cepat. Bertahun2 sblm nya selalu dibayar kelebihan nya krn pengajuan zakat td.","Negatif"
"@PDemokrat Dulu sindir IKN sekarang membanggakan IKN demi kekuasaan gak bahaya ta","Negatif"
"@KompasTV Parameter kebenaran lo hanya menguntungkan diri dan keluarga lo. That's it siapa yang akan bayar Utang luar negeri yang lu ciptain kalau bukan rakyat dengan pajak yang mencekik dan program program IKN tolol itu","Negatif"
"@5teV3n_Pe9eL Heran gw sm masyarakat sekitar ikn kan itu pilihan loe keberlanjutan pindah aja sih...ok ok gas all in tanah hektaran ganti makan siang aja","Negatif"
"@DokterTifa Tenang bu rakyat Kalimantan banyak mendukung ikn kok dan rakyat Kalimantan tu baik2 hati bu liat aja pembukaan lahan aja mrk senang bu.","Negatif"
"Bazar Sembako Murah Digelar untuk Membantu Masyarakat IKN https://t.co/o378ZW0ZTk","Positif"
"@5teV3n_Pe9eL @MandiriWor50657 Jika benar 02 menang mutlak disekitar IKN maka kalau tanah2 masyarakat sekitar IKN dirampas oleh rezim ini. Kata yang tepat untuk masyarakat sekitar IKN adalah: NIKMATIN HASIL PILIHANMU..SELAMAT DIUSIR...DARI KAMPUNG HALAMAN","Negatif"
"@jankasikendor keknya sebelum IKN jadi pun aku juga mau pindah kesini tenang rasanya","Positif"
"@hotradero @dota_scientist_ Apa ini waktu yg baik utk mempertimbangkan pindah tempat tinggal dari Jawa Barat ke IKN pak?","Positif"
"IKN sebenarnya idenya sudah ada sejak jaman Soekarno tetapi sekarang seakan dipaksakan dan grusah-grusuh lalu Jokowi kabarnya mau jual tanah IKN keinvestor juga loh?","Negatif"
"@nandhahas keren banget sih kpn ya diajak ke IKN","Positif"
"@TrifanyKim96 @jokowi Klu yang pasti diteruskan IKN.. krn ada 180rb hektar lahan nya Hasyim disana dan sumber air IKN akan dikelola Hasyim makanya mereka sekarang sedang bangun waduk disana..","Negatif"
"Ekonom Senior: Program Makan Gratis Lebih Penting dari Pembangunan IKN karena.. | ROSI https://t.co/hHm5L5WcS9","Negatif"
"Usir seluruh pekerja proyek IKN dari tanah leluhur dayak..","Negatif"
"@barubikinlol @healthyyacc @never_alonely ini bukan tanah ikn jangan hoax aja tolol","Positif"
"@tempodotco barter invest di IKN? klo gini mah tetep aja duit dr pajak rakyat yg disedooot membagongkaan tenan!","Negatif"
"Keuntungan yang Didapat Warga Ber-KTP IKN https://t.co/0qe9fjPhBn","Positif"
"ambil case sayembara logo IKN kemarin. beberapa hasil dari desainer yang terpilih pun banyak menuai pro &amp","Negatif"
"@tempodotco Tukar bantal guling IKN? Enak tenan dibantu duit APBN buat naikin valuasi dan bisnis PIK dan BSD. Pengin misuh etapi..... Bayangin beli motor baru hampir 50% isinya pajak atau pendapatan ke negara. Eh APBN dibuat mainan. Ya Allah doa orang ban","Negatif"
"Gudang peluru mending pindahin ke IKN aja sih jangan Deket2 pemukiman warga. #gudangpelurumeledak","Negatif"
"Proyek Rp 5 Triliun Pakuwon di IKN Lolos Kurasi Ridwan Kamil... Awas.... ingat.... Sejahterakan warga asli sekitar IKN ... @OtoritaIkn @jokowi @prabowo https://t.co/mtVvZR0KdB","Negatif"
"@Dara_Cega Bagaimana kondisi perbuatan tanah masyarakat dengan IKN mana yang menang?","Negatif"
"Kerap kali terlintas di pikiranku apa aku ke IKN aja ya","Positif"
"@mbienyambay2 Lagi Nunggu KASUS MEGA KORUPSI FOOD ESTATE PENGADAAN ALAUTSISTA BEKAS DAN MEGA KORUPSI IKN. Yg Pasti NILAI NYA JAUH LEBIH BESAR DARI KASUS KORUPSI TIMAH DI BABEL.","Negatif"
"Mau tau gak hewan hewan apa yang bisa berenang dan ukurannya gede banget sampe nebang hutan di Kalimantan? Jawabannya IKN. XIXIXI NGAKAKK ABIEZZZ","Negatif"
"@Aryprasetyo85 @AqiaqiH Kok bisa ? Padahal sudah sejauh itu pembangunan di IKN... ?","Negatif"
"@mbienyambay2 Wkwkwkwk ouh iyaa kan mereka tidak sadar dengan para si Jamal² di atas yang menipulatif rakyat sayang nya rakyat berpikir nya o y ajah gak cari tahu cuma nikmatin nya padahal kalau rakyat belajar tentang segala hal tentang negara katanya lo","Negatif"
"@grumpypanda28 @radenrauf Salam dari Bumi Harapan IKN","Negatif"
"IKN Nusantara simbol keangkuhan manusia 2000 RT kecil lah Gudang Innalilahi Celananya Gunung Putri #BoikotErspo #BoikotMakna Ngeri Ernanda TNI AD #PersijaDay Malming","Negatif"
"@msaid_didu @d_bocaries Dan daerah PIK menjadi Proyek PSN edan di IKN warga di gusur2 dikriminalisasi emang bener2 sudah gila","Negatif"
"Perampasan Lahan di IKN Kepala Adat Suku Dayak: Kami Belum Pernah Dapat Tawaran Ganti Rugi https://t.co/Fi6zuKfLAS https://t.co/Fi6zuKfLAS","Negatif"
"Program Makan Siang Gratis dan IKN Ekonom Menyebut Makan Siang Lebih Pe... https://t.co/0BnZ4ULwHP lewat @YouTube","Negatif"
"@sipirazkaban Wkwk iya emang gw jg kurang setuju sama ikn","Negatif"
"@republikaonline Silahkan datang ke IKN sdh disiapkan karpet merah warga lokal dijamin sdh dibersihkan?","Negatif"
"nyicil ikn 3 tahun lunas","Negatif"
"Makanya org dayak jgn tolol dan mau ditipu si jokowi usir semua yg bekerja di IKN dari bumi dayak","Negatif"
"@SayurLodehBTW2 @hani_titik Aah dr yg korupsi 170t lbh itu bisa kok itu baru dr tambang blom SDA lain buat nutupi niat aja ga mau bikin ikn ratusan t bisa kok","Negatif"
"Perampasan Lahan IKN Kepala Adat Suku Dayak: Kami Belum Pernah Dapat Tawaran Ganti Rugi https://t.co/OV8hztpPRd","Negatif"
"@AnakLolina2 Itu total untuk proyek keselurahan IKN bodoh bukan untuk patung doang","Negatif"
"@Aryprasetyo85 Silahkan menteri agraria / BPN yg baru menyelesaikan masalah pertanahan ini dgn warga dayak di lokasi IKN.. Ditunggu hasil kerja nyatanya.","Negatif"
"@CoachJustinL @ernandaputra Indonesia tuh punya @ADGIJKT n ada dimanapun. Desainernya ahli dan good attitude yg kek kemarin buat logo IKN dilombain. Tp knapa skrng kiblat desain tuh ke Si Mas sok estetik ini ya .. heran sya sbagai mahasiswa dkv","Negatif"
"@Maulanajulham_ @hrdbacot Udah sampe IKN juga","Positif"
"@buyung_and @CoffeedCat keburu beesde jadi IKN","Positif"
"@HisyamMochtar Dana yg di korupsi Cukup untuk bangun IKN kenapa harus cari investor dari luar .","Negatif"
"kita lihat pemimpin lemah tidak akan langgeng oleh seleksi alam ttg pembangunan IKN.. yg setengah2 tidak akan pernah dpt restu alam diNUSWANTORO.. ini juga ajang bagi pakde menilai mana patih dan maha patih yg loyal mana yg sedang bermain akal.. #pemerataanbukanlagiangan2","Negatif"
"@Chynthia_K Tapi kok bangun IKN ngemis² ke Asing sih","Negatif"
"@Aryprasetyo85 Rakyat di Rempang Dolok IKN dll hidup di daerah terpencil sehingga tdk terpikirkan akan ada pembangunan. Dan mrk menghuni tanah tsb secara turun temurun. Oleh sebab itu tdk terpikirkan utk membuat Sertifikat Hak Milik ditambah biayanya yg s","Negatif"
"@HisyamMochtar gaada apa-apa dibanding kasus bansos pemilu dan proyek sampah IKN yg hampir menyentuh 500 T itu","Negatif"
"@bozzaza75 ️ IKN UNTUNG BANYAK . https://t.co/fHvFjgtqD6","Negatif"
"@tempodotco Ini sebagai jaminan kalo BSD dan PIK tetap aman meski orang pindah ke IKN semua. Keknya disana adem. Kalo pelabuhannya berfungsi tamatlah riwayat yg lain. Seluruh harga di Kalimantan setara jawa bakal rame banget dah disana. Jadilah dijaminkan","Negatif"
"Perampasan Lahan di IKN Kepala Adat Suku Dayak: Kami Belum Pernah Dapat Tawaran Ganti Rugi https://t.co/MEFuNnGikJ","Negatif"
"Pemprov Kaltim Lakukan Kerja Sama Dengan Berbagai Pihak Guna Tingkatkan SDM Kaltim Untuk IKN #beritanusantaraco #bacaaninspirasirakyat #beritanusantara #samarinda #infosamarinda https://t.co/U1ttBLq4M9","Positif"
"@alfihilmaan gladi bersih tinggal di ikn iki","Negatif"
"Yuks ‼️ kita jalan-jalan melihat Jalan Tol IKN seksi 6B. Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #jalantol #jalantolikn #sepaku #ibukotanusantara #penajam #borneo #kaltim #kalimantan #indonesia https://t.co/v0CoZIw9tz","Positif"
"@ddajain Pindah ke IKN aja","Positif"
"@PDemokrat Kemaren program IKN wiwi grasah grusuh sekarang memuji lewat wowo apa ni namanya penjilat","Negatif"
"@Ciariaaa @Unnoname93 @AnakLolina2 Dan lihat kenyataannya anggota DPR tiba gk ada yg mw dipindahkan k ikn kan..knp?kan mereka yg mengesahkan UU nya..ikn udh dbngun klo gk ada yg nempatin jd ibukota mati dong nntnya? lalu uang itu kmn pergi nya nnt? mendin","Negatif"
"@Ciariaaa @Unnoname93 @AnakLolina2 Kalo pajak naik dan rakyatny ikut mrasakan ksejahteraan jg oke lah tp knyataan d lapangan gk gitu..bhkn hutang negara dipakai utk hal yg gk pnting amat sperti ikn pdhl klo pengen ibukota br tinggal tunjuk kota lain lalu","Negatif"
"@uploadbydv @jova_khoiriyah @asfan_warah @KompasTV IKN bisa jadi terhenti tp klo ada yg berfikir bhw hilirisasi dan digitalisasi bakal terhenti kyknya kena serangan hoaks","Negatif"
"@susipudjiastuti IKN adalah Pemborosan jakarta saja banyak gedung kosong","Negatif"
"yg berlanjut itu katanya IKN PROYEK2 STRATEGIS NAS CIPTA KERJA dll lantas untuk lanjut duitnya dr mana?? pinjam...ga mungkin bayar bunga aja dah defisit jalan kluarnya peras rakyat lah abis kringat diperas masih ada darah yg masi mengalir kan...?? hahahaha","Negatif"
"@hlfmnstr Nggak pin walau gw benci sm politik tp gw lbh benci sm judul bgst kek gini yg 510 T itu proyek keseluruhan IKN nya. Walaupun memang uang sgtu syg aj klo buat proyek yg kmungkinannya bkal magrok","Negatif"
